Entity,Code,Day,"Daily new confirmed deaths due to COVID-19 (rolling 7-day average, right-aligned)"
Mauritius,MUS,2021-01-26,0
Mauritius,MUS,2021-01-27,0
Mauritius,MUS,2021-01-28,0
Mauritius,MUS,2021-01-29,0
Mauritius,MUS,2021-01-30,0
Mauritius,MUS,2021-01-31,0
Mauritius,MUS,2021-02-01,0
Mauritius,MUS,2021-02-02,0
Mauritius,MUS,2021-02-03,0
Mauritius,MUS,2021-02-04,0
Mauritius,MUS,2021-02-05,0
Mauritius,MUS,2021-02-06,0
Mauritius,MUS,2021-02-07,0
Mauritius,MUS,2021-02-08,0
Mauritius,MUS,2021-02-09,0
Mauritius,MUS,2021-02-10,0
Mauritius,MUS,2021-02-11,0
Mauritius,MUS,2021-02-12,0
Mauritius,MUS,2021-02-13,0
Mauritius,MUS,2021-02-14,0
Mauritius,MUS,2021-02-15,0
Mauritius,MUS,2021-02-16,0
Mauritius,MUS,2021-02-17,0
Mauritius,MUS,2021-02-18,0
Mauritius,MUS,2021-02-19,0
Mauritius,MUS,2021-02-20,0
Mauritius,MUS,2021-02-21,0
Mauritius,MUS,2021-02-22,0
Mauritius,MUS,2021-02-23,0
Mauritius,MUS,2021-02-24,0
Mauritius,MUS,2021-02-25,0
Mauritius,MUS,2021-02-26,0
Mauritius,MUS,2021-02-27,0
Mauritius,MUS,2021-02-28,0
Mauritius,MUS,2021-03-01,0
Mauritius,MUS,2021-03-02,0
Mauritius,MUS,2021-03-03,0
Mauritius,MUS,2021-03-04,0
Mauritius,MUS,2021-03-05,0
Mauritius,MUS,2021-03-06,0
Mauritius,MUS,2021-03-07,0
Mauritius,MUS,2021-03-08,0
Mauritius,MUS,2021-03-09,0
Mauritius,MUS,2021-03-10,0
Mauritius,MUS,2021-03-11,0
Mauritius,MUS,2021-03-12,0
Mauritius,MUS,2021-03-13,0
Mauritius,MUS,2021-03-14,0
Mauritius,MUS,2021-03-15,0
Mauritius,MUS,2021-03-16,0
Mauritius,MUS,2021-03-17,0
Mauritius,MUS,2021-03-18,0
Mauritius,MUS,2021-03-19,0
Mauritius,MUS,2021-03-20,0
Mauritius,MUS,2021-03-21,0
Mauritius,MUS,2021-03-22,0
Mauritius,MUS,2021-03-23,0
Mauritius,MUS,2021-03-24,0
Mauritius,MUS,2021-03-25,0
Mauritius,MUS,2021-03-26,0
Mauritius,MUS,2021-03-27,0
Mauritius,MUS,2021-03-28,0
Mauritius,MUS,2021-03-29,0
Mauritius,MUS,2021-03-30,0
Mexico,MEX,2020-03-21,0.66667
Mexico,MEX,2020-03-22,0.75
Mexico,MEX,2020-03-23,0.8
Mexico,MEX,2020-03-24,0.83333
Mexico,MEX,2020-03-25,0.85714
Mexico,MEX,2020-03-26,1
Mexico,MEX,2020-03-27,1.42857
Mexico,MEX,2020-03-28,2
Mexico,MEX,2020-03-29,2.42857
Mexico,MEX,2020-03-30,3.42857
Mexico,MEX,2020-03-31,3.42857
Mexico,MEX,2020-04-01,4.42857
Mexico,MEX,2020-04-02,6
Mexico,MEX,2020-04-03,6.85714
Mexico,MEX,2020-04-04,9
Mexico,MEX,2020-04-05,10.57143
Mexico,MEX,2020-04-06,13.85714
Mexico,MEX,2020-04-07,16
Mexico,MEX,2020-04-08,19.57143
Mexico,MEX,2020-04-09,20.57143
Mexico,MEX,2020-04-10,24.71429
Mexico,MEX,2020-04-11,27.71429
Mexico,MEX,2020-04-12,28.85714
Mexico,MEX,2020-04-13,29.57143
Mexico,MEX,2020-04-14,37.85714
Mexico,MEX,2020-04-15,39.28571
Mexico,MEX,2020-04-16,41.71429
Mexico,MEX,2020-04-17,44.71429
Mexico,MEX,2020-04-18,53.85714
Mexico,MEX,2020-04-19,55.71429
Mexico,MEX,2020-04-20,54.28571
Mexico,MEX,2020-04-21,64.42857
Mexico,MEX,2020-04-22,74.42857
Mexico,MEX,2020-04-23,83.28571
Mexico,MEX,2020-04-24,96.42857
Mexico,MEX,2020-04-25,93.57143
Mexico,MEX,2020-04-26,95
Mexico,MEX,2020-04-27,103.14286
Mexico,MEX,2020-04-28,101.71429
Mexico,MEX,2020-04-29,108.85714
Mexico,MEX,2020-04-30,112.85714
Mexico,MEX,2020-05-01,107.28571
Mexico,MEX,2020-05-02,108
Mexico,MEX,2020-05-03,114.71429
Mexico,MEX,2020-05-04,119.57143
Mexico,MEX,2020-05-05,134
Mexico,MEX,2020-05-06,138.85714
Mexico,MEX,2020-05-07,157.42857
Mexico,MEX,2020-05-08,169.71429
Mexico,MEX,2020-05-09,184.57143
Mexico,MEX,2020-05-10,187.28571
Mexico,MEX,2020-05-11,186
Mexico,MEX,2020-05-12,202.71429
Mexico,MEX,2020-05-13,216.57143
Mexico,MEX,2020-05-14,216.57143
Mexico,MEX,2020-05-15,229.57143
Mexico,MEX,2020-05-16,241.71429
Mexico,MEX,2020-05-17,244.57143
Mexico,MEX,2020-05-18,251.28571
Mexico,MEX,2020-05-19,248.57143
Mexico,MEX,2020-05-20,267.14286
Mexico,MEX,2020-05-21,290.42857
Mexico,MEX,2020-05-22,317.42857
Mexico,MEX,2020-05-23,304.85714
Mexico,MEX,2020-05-24,316.71429
Mexico,MEX,2020-05-25,328.71429
Mexico,MEX,2020-05-26,352.57143
Mexico,MEX,2020-05-27,358.14286
Mexico,MEX,2020-05-28,362
Mexico,MEX,2020-05-29,346.57143
Mexico,MEX,2020-05-30,371.42857
Mexico,MEX,2020-05-31,362.28571
Mexico,MEX,2020-06-01,362
Mexico,MEX,2020-06-02,357.57143
Mexico,MEX,2020-06-03,447.42857
Mexico,MEX,2020-06-04,500.14286
Mexico,MEX,2020-06-05,536.42857
Mexico,MEX,2020-06-06,533.14286
Mexico,MEX,2020-06-07,538.42857
Mexico,MEX,2020-06-08,555.14286
Mexico,MEX,2020-06-09,573.14286
Mexico,MEX,2020-06-10,518.28571
Mexico,MEX,2020-06-11,485.57143
Mexico,MEX,2020-06-12,468.28571
Mexico,MEX,2020-06-13,480.14286
Mexico,MEX,2020-06-14,491.71429
Mexico,MEX,2020-06-15,503.85714
Mexico,MEX,2020-06-16,523
Mexico,MEX,2020-06-17,531.85714
Mexico,MEX,2020-06-18,543.28571
Mexico,MEX,2020-06-19,563.71429
Mexico,MEX,2020-06-20,558.42857
Mexico,MEX,2020-06-21,669.14286
Mexico,MEX,2020-06-22,714.85714
Mexico,MEX,2020-06-23,723.85714
Mexico,MEX,2020-06-24,749.14286
Mexico,MEX,2020-06-25,759
Mexico,MEX,2020-06-26,769.28571
Mexico,MEX,2020-06-27,800
Mexico,MEX,2020-06-28,689
Mexico,MEX,2020-06-29,648.14286
Mexico,MEX,2020-06-30,627.42857
Mexico,MEX,2020-07-01,598
Mexico,MEX,2020-07-02,589.85714
Mexico,MEX,2020-07-03,580.57143
Mexico,MEX,2020-07-04,569.28571
Mexico,MEX,2020-07-05,570.14286
Mexico,MEX,2020-07-06,571.14286
Mexico,MEX,2020-07-07,606.42857
Mexico,MEX,2020-07-08,612.28571
Mexico,MEX,2020-07-09,619.57143
Mexico,MEX,2020-07-10,621.14286
Mexico,MEX,2020-07-11,623.42857
Mexico,MEX,2020-07-12,623.85714
Mexico,MEX,2020-07-13,624.57143
Mexico,MEX,2020-07-14,616.14286
Mexico,MEX,2020-07-15,587.14286
Mexico,MEX,2020-07-16,578.28571
Mexico,MEX,2020-07-17,588.42857
Mexico,MEX,2020-07-18,594
Mexico,MEX,2020-07-19,596.85714
Mexico,MEX,2020-07-20,570.57143
Mexico,MEX,2020-07-21,581.85714
Mexico,MEX,2020-07-22,612
Mexico,MEX,2020-07-23,619.14286
Mexico,MEX,2020-07-24,619.28571
Mexico,MEX,2020-07-25,640.85714
Mexico,MEX,2020-07-26,642.28571
Mexico,MEX,2020-07-27,648.14286
Mexico,MEX,2020-07-28,639.42857
Mexico,MEX,2020-07-29,595.85714
Mexico,MEX,2020-07-30,584.57143
Mexico,MEX,2020-07-31,577.57143
Mexico,MEX,2020-08-01,585.42857
Mexico,MEX,2020-08-02,580.85714
Mexico,MEX,2020-08-03,570
Mexico,MEX,2020-08-04,570.42857
Mexico,MEX,2020-08-05,619.57143
Mexico,MEX,2020-08-06,645.28571
Mexico,MEX,2020-08-07,660.42857
Mexico,MEX,2020-08-08,647.71429
Mexico,MEX,2020-08-09,650.28571
Mexico,MEX,2020-08-10,713
Mexico,MEX,2020-08-11,722.85714
Mexico,MEX,2020-08-12,709.71429
Mexico,MEX,2020-08-13,682.28571
Mexico,MEX,2020-08-14,656.71429
Mexico,MEX,2020-08-15,648.14286
Mexico,MEX,2020-08-16,637
Mexico,MEX,2020-08-17,574.28571
Mexico,MEX,2020-08-18,549.28571
Mexico,MEX,2020-08-19,545
Mexico,MEX,2020-08-20,544.71429
Mexico,MEX,2020-08-21,528.85714
Mexico,MEX,2020-08-22,530.14286
Mexico,MEX,2020-08-23,531.85714
Mexico,MEX,2020-08-24,539.57143
Mexico,MEX,2020-08-25,525.14286
Mexico,MEX,2020-08-26,513.57143
Mexico,MEX,2020-08-27,498.28571
Mexico,MEX,2020-08-28,505.14286
Mexico,MEX,2020-08-29,509.28571
Mexico,MEX,2020-08-30,525.42857
Mexico,MEX,2020-08-31,516.28571
Mexico,MEX,2020-09-01,541.57143
Mexico,MEX,2020-09-02,534.28571
Mexico,MEX,2020-09-03,533.57143
Mexico,MEX,2020-09-04,529.28571
Mexico,MEX,2020-09-05,501
Mexico,MEX,2020-09-06,485.71429
Mexico,MEX,2020-09-07,481
Mexico,MEX,2020-09-08,463.28571
Mexico,MEX,2020-09-09,461.85714
Mexico,MEX,2020-09-10,474.28571
Mexico,MEX,2020-09-11,476
Mexico,MEX,2020-09-12,468.28571
Mexico,MEX,2020-09-13,466.14286
Mexico,MEX,2020-09-14,466.85714
Mexico,MEX,2020-09-15,456.28571
Mexico,MEX,2020-09-16,418.42857
Mexico,MEX,2020-09-17,361.42857
Mexico,MEX,2020-09-18,374.28571
Mexico,MEX,2020-09-19,379.14286
Mexico,MEX,2020-09-20,381.71429
Mexico,MEX,2020-09-21,378.28571
Mexico,MEX,2020-09-22,381.42857
Mexico,MEX,2020-09-23,424.42857
Mexico,MEX,2020-09-24,465.71429
Mexico,MEX,2020-09-25,434.42857
Mexico,MEX,2020-09-26,426.42857
Mexico,MEX,2020-09-27,419.57143
Mexico,MEX,2020-09-28,415.14286
Mexico,MEX,2020-09-29,402.14286
Mexico,MEX,2020-09-30,385.28571
Mexico,MEX,2020-10-01,377
Mexico,MEX,2020-10-02,378.28571
Mexico,MEX,2020-10-03,376.71429
Mexico,MEX,2020-10-04,379.71429
Mexico,MEX,2020-10-05,753.42857
Mexico,MEX,2020-10-06,740.71429
Mexico,MEX,2020-10-07,725.71429
Mexico,MEX,2020-10-08,716.85714
Mexico,MEX,2020-10-09,715
Mexico,MEX,2020-10-10,680.28571
Mexico,MEX,2020-10-11,670.42857
Mexico,MEX,2020-10-12,295.42857
Mexico,MEX,2020-10-13,296
Mexico,MEX,2020-10-14,310.28571
Mexico,MEX,2020-10-15,312.71429
Mexico,MEX,2020-10-16,315.28571
Mexico,MEX,2020-10-17,345.28571
Mexico,MEX,2020-10-18,340.85714
Mexico,MEX,2020-10-19,341.85714
Mexico,MEX,2020-10-20,353.28571
Mexico,MEX,2020-10-21,359.57143
Mexico,MEX,2020-10-22,304.28571
Mexico,MEX,2020-10-23,372.57143
Mexico,MEX,2020-10-24,383.42857
Mexico,MEX,2020-10-25,393.85714
Mexico,MEX,2020-10-26,404.71429
Mexico,MEX,2020-10-27,417.28571
Mexico,MEX,2020-10-28,413.42857
Mexico,MEX,2020-10-29,479.71429
Mexico,MEX,2020-10-30,425.28571
Mexico,MEX,2020-10-31,430
Mexico,MEX,2020-11-01,424.42857
Mexico,MEX,2020-11-02,418.42857
Mexico,MEX,2020-11-03,397
Mexico,MEX,2020-11-04,417
Mexico,MEX,2020-11-05,428.42857
Mexico,MEX,2020-11-06,433.42857
Mexico,MEX,2020-11-07,436.42857
Mexico,MEX,2020-11-08,447.42857
Mexico,MEX,2020-11-09,446.42857
Mexico,MEX,2020-11-10,464.14286
Mexico,MEX,2020-11-11,457.42857
Mexico,MEX,2020-11-12,469.14286
Mexico,MEX,2020-11-13,471.57143
Mexico,MEX,2020-11-14,493
Mexico,MEX,2020-11-15,502.14286
Mexico,MEX,2020-11-16,519.42857
Mexico,MEX,2020-11-17,454.85714
Mexico,MEX,2020-11-18,442.57143
Mexico,MEX,2020-11-19,435.42857
Mexico,MEX,2020-11-20,457
Mexico,MEX,2020-11-21,444.85714
Mexico,MEX,2020-11-22,447.71429
Mexico,MEX,2020-11-23,437.85714
Mexico,MEX,2020-11-24,530.42857
Mexico,MEX,2020-11-25,581.28571
Mexico,MEX,2020-11-26,591.14286
Mexico,MEX,2020-11-27,578.57143
Mexico,MEX,2020-11-28,583.71429
Mexico,MEX,2020-11-29,568.42857
Mexico,MEX,2020-11-30,573.42857
Mexico,MEX,2020-12-01,575.14286
Mexico,MEX,2020-12-02,566.85714
Mexico,MEX,2020-12-03,561.57143
Mexico,MEX,2020-12-04,570
Mexico,MEX,2020-12-05,571
Mexico,MEX,2020-12-06,580.28571
Mexico,MEX,2020-12-07,590.57143
Mexico,MEX,2020-12-08,587
Mexico,MEX,2020-12-09,584.28571
Mexico,MEX,2020-12-10,593.28571
Mexico,MEX,2020-12-11,593.71429
Mexico,MEX,2020-12-12,606.85714
Mexico,MEX,2020-12-13,605.14286
Mexico,MEX,2020-12-14,603.42857
Mexico,MEX,2020-12-15,603.57143
Mexico,MEX,2020-12-16,587.71429
Mexico,MEX,2020-12-17,594.42857
Mexico,MEX,2020-12-18,604.28571
Mexico,MEX,2020-12-19,596
Mexico,MEX,2020-12-20,607
Mexico,MEX,2020-12-21,614.28571
Mexico,MEX,2020-12-22,628
Mexico,MEX,2020-12-23,648.85714
Mexico,MEX,2020-12-24,669.28571
Mexico,MEX,2020-12-25,655.42857
Mexico,MEX,2020-12-26,592.85714
Mexico,MEX,2020-12-27,603.42857
Mexico,MEX,2020-12-28,608.14286
Mexico,MEX,2020-12-29,621.42857
Mexico,MEX,2020-12-30,655.14286
Mexico,MEX,2020-12-31,662.14286
Mexico,MEX,2021-01-01,667.14286
Mexico,MEX,2021-01-02,689.28571
Mexico,MEX,2021-01-03,683.85714
Mexico,MEX,2021-01-04,700.28571
Mexico,MEX,2021-01-05,711
Mexico,MEX,2021-01-06,727.14286
Mexico,MEX,2021-01-07,746.28571
Mexico,MEX,2021-01-08,794.57143
Mexico,MEX,2021-01-09,907.57143
Mexico,MEX,2021-01-10,927.57143
Mexico,MEX,2021-01-11,944.42857
Mexico,MEX,2021-01-12,980
Mexico,MEX,2021-01-13,990
Mexico,MEX,2021-01-14,983.57143
Mexico,MEX,2021-01-15,993.28571
Mexico,MEX,2021-01-16,1005.28571
Mexico,MEX,2021-01-17,999.71429
Mexico,MEX,2021-01-18,982.85714
Mexico,MEX,2021-01-19,1021.42857
Mexico,MEX,2021-01-20,1064.85714
Mexico,MEX,2021-01-21,1179.71429
Mexico,MEX,2021-01-22,1227.42857
Mexico,MEX,2021-01-23,1263.28571
Mexico,MEX,2021-01-24,1272.85714
Mexico,MEX,2021-01-25,1289.28571
Mexico,MEX,2021-01-26,1312
Mexico,MEX,2021-01-27,1324
Mexico,MEX,2021-01-28,1281.57143
Mexico,MEX,2021-01-29,1280.71429
Mexico,MEX,2021-01-30,1284.28571
Mexico,MEX,2021-01-31,1274.57143
Mexico,MEX,2021-02-01,1261
Mexico,MEX,2021-02-02,1073.85714
Mexico,MEX,2021-02-03,1085.85714
Mexico,MEX,2021-02-04,870.71429
Mexico,MEX,2021-02-05,1101.57143
Mexico,MEX,2021-02-06,1101.71429
Mexico,MEX,2021-02-07,1094.85714
Mexico,MEX,2021-02-08,1090.14286
Mexico,MEX,2021-02-09,1271.28571
Mexico,MEX,2021-02-10,1217.14286
Mexico,MEX,2021-02-11,1427.71429
Mexico,MEX,2021-02-12,1181
Mexico,MEX,2021-02-13,1140.71429
Mexico,MEX,2021-02-14,1143.85714
Mexico,MEX,2021-02-15,1132.28571
Mexico,MEX,2021-02-16,1079.14286
Mexico,MEX,2021-02-17,1043
Mexico,MEX,2021-02-18,982
Mexico,MEX,2021-02-19,915.42857
Mexico,MEX,2021-02-20,860.85714
Mexico,MEX,2021-02-21,842.85714
Mexico,MEX,2021-02-22,839.85714
Mexico,MEX,2021-02-23,831.85714
Mexico,MEX,2021-02-24,822
Mexico,MEX,2021-02-25,797.71429
Mexico,MEX,2021-02-26,787
Mexico,MEX,2021-02-27,780
Mexico,MEX,2021-02-28,801.14286
Mexico,MEX,2021-03-01,802.28571
Mexico,MEX,2021-03-02,768.28571
Mexico,MEX,2021-03-03,747
Mexico,MEX,2021-03-04,739.14286
Mexico,MEX,2021-03-05,729.14286
Mexico,MEX,2021-03-06,728.57143
Mexico,MEX,2021-03-07,698.42857
Mexico,MEX,2021-03-08,681.57143
Mexico,MEX,2021-03-09,657.42857
Mexico,MEX,2021-03-10,635.28571
Mexico,MEX,2021-03-11,612.28571
Mexico,MEX,2021-03-12,610.42857
Mexico,MEX,2021-03-13,590.42857
Mexico,MEX,2021-03-14,586.57143
Mexico,MEX,2021-03-15,574.42857
Mexico,MEX,2021-03-16,475.71429
Mexico,MEX,2021-03-17,488.14286
Mexico,MEX,2021-03-18,493.42857
Mexico,MEX,2021-03-19,481.14286
Mexico,MEX,2021-03-20,476.71429
Mexico,MEX,2021-03-21,475.14286
Mexico,MEX,2021-03-22,470.71429
Mexico,MEX,2021-03-23,561.28571
Mexico,MEX,2021-03-24,531.28571
Mexico,MEX,2021-03-25,515
Mexico,MEX,2021-03-26,520.42857
Mexico,MEX,2021-03-27,514.57143
Mexico,MEX,2021-03-28,512.42857
Mexico,MEX,2021-03-29,513.28571
Mexico,MEX,2021-03-30,512.14286
Moldova,MDA,2020-03-20,0.33333
Moldova,MDA,2020-03-21,0.25
Moldova,MDA,2020-03-22,0.2
Moldova,MDA,2020-03-23,0.16667
Moldova,MDA,2020-03-24,0.14286
Moldova,MDA,2020-03-25,0
Moldova,MDA,2020-03-26,0
Moldova,MDA,2020-03-27,0.14286
Moldova,MDA,2020-03-28,0.14286
Moldova,MDA,2020-03-29,0.14286
Moldova,MDA,2020-03-30,0.14286
Moldova,MDA,2020-03-31,0.42857
Moldova,MDA,2020-04-01,0.57143
Moldova,MDA,2020-04-02,0.71429
Moldova,MDA,2020-04-03,0.85714
Moldova,MDA,2020-04-04,1.42857
Moldova,MDA,2020-04-05,1.85714
Moldova,MDA,2020-04-06,2.42857
Moldova,MDA,2020-04-07,2.57143
Moldova,MDA,2020-04-08,3.14286
Moldova,MDA,2020-04-09,3.28571
Moldova,MDA,2020-04-10,3
Moldova,MDA,2020-04-11,2.57143
Moldova,MDA,2020-04-12,2.28571
Moldova,MDA,2020-04-13,2.28571
Moldova,MDA,2020-04-14,2.57143
Moldova,MDA,2020-04-15,2.71429
Moldova,MDA,2020-04-16,3.57143
Moldova,MDA,2020-04-17,3.85714
Moldova,MDA,2020-04-18,3.85714
Moldova,MDA,2020-04-19,5.14286
Moldova,MDA,2020-04-20,5
Moldova,MDA,2020-04-21,4.57143
Moldova,MDA,2020-04-22,4.14286
Moldova,MDA,2020-04-23,3.71429
Moldova,MDA,2020-04-24,4
Moldova,MDA,2020-04-25,5.28571
Moldova,MDA,2020-04-26,4.14286
Moldova,MDA,2020-04-27,4.57143
Moldova,MDA,2020-04-28,4.42857
Moldova,MDA,2020-04-29,5.14286
Moldova,MDA,2020-04-30,5.14286
Moldova,MDA,2020-05-01,5.42857
Moldova,MDA,2020-05-02,4.28571
Moldova,MDA,2020-05-03,4.14286
Moldova,MDA,2020-05-04,4.28571
Moldova,MDA,2020-05-05,4.71429
Moldova,MDA,2020-05-06,4.57143
Moldova,MDA,2020-05-07,4.14286
Moldova,MDA,2020-05-08,4
Moldova,MDA,2020-05-09,5.28571
Moldova,MDA,2020-05-10,6.28571
Moldova,MDA,2020-05-11,6.14286
Moldova,MDA,2020-05-12,6.57143
Moldova,MDA,2020-05-13,6
Moldova,MDA,2020-05-14,7
Moldova,MDA,2020-05-15,7.42857
Moldova,MDA,2020-05-16,6.57143
Moldova,MDA,2020-05-17,6
Moldova,MDA,2020-05-18,6
Moldova,MDA,2020-05-19,5.57143
Moldova,MDA,2020-05-20,6.14286
Moldova,MDA,2020-05-21,5.57143
Moldova,MDA,2020-05-22,5
Moldova,MDA,2020-05-23,5
Moldova,MDA,2020-05-24,5.57143
Moldova,MDA,2020-05-25,6.28571
Moldova,MDA,2020-05-26,6.57143
Moldova,MDA,2020-05-27,6.57143
Moldova,MDA,2020-05-28,7
Moldova,MDA,2020-05-29,7.28571
Moldova,MDA,2020-05-30,7
Moldova,MDA,2020-05-31,6.42857
Moldova,MDA,2020-06-01,6.28571
Moldova,MDA,2020-06-02,5.71429
Moldova,MDA,2020-06-03,5.14286
Moldova,MDA,2020-06-04,4.71429
Moldova,MDA,2020-06-05,5
Moldova,MDA,2020-06-06,5.71429
Moldova,MDA,2020-06-07,6.57143
Moldova,MDA,2020-06-08,6.85714
Moldova,MDA,2020-06-09,8.28571
Moldova,MDA,2020-06-10,8.71429
Moldova,MDA,2020-06-11,8.57143
Moldova,MDA,2020-06-12,8.85714
Moldova,MDA,2020-06-13,9.57143
Moldova,MDA,2020-06-14,9.28571
Moldova,MDA,2020-06-15,8.28571
Moldova,MDA,2020-06-16,8.28571
Moldova,MDA,2020-06-17,8.85714
Moldova,MDA,2020-06-18,9.85714
Moldova,MDA,2020-06-19,9.28571
Moldova,MDA,2020-06-20,9.42857
Moldova,MDA,2020-06-21,9.57143
Moldova,MDA,2020-06-22,9.85714
Moldova,MDA,2020-06-23,9.57143
Moldova,MDA,2020-06-24,8.85714
Moldova,MDA,2020-06-25,8.28571
Moldova,MDA,2020-06-26,9.28571
Moldova,MDA,2020-06-27,8.14286
Moldova,MDA,2020-06-28,8.14286
Moldova,MDA,2020-06-29,8
Moldova,MDA,2020-06-30,7.85714
Moldova,MDA,2020-07-01,7.71429
Moldova,MDA,2020-07-02,8.28571
Moldova,MDA,2020-07-03,8.14286
Moldova,MDA,2020-07-04,8.42857
Moldova,MDA,2020-07-05,7.85714
Moldova,MDA,2020-07-06,8
Moldova,MDA,2020-07-07,8.28571
Moldova,MDA,2020-07-08,9.28571
Moldova,MDA,2020-07-09,9.14286
Moldova,MDA,2020-07-10,9
Moldova,MDA,2020-07-11,8.57143
Moldova,MDA,2020-07-12,8.14286
Moldova,MDA,2020-07-13,8.14286
Moldova,MDA,2020-07-14,7.42857
Moldova,MDA,2020-07-15,6.42857
Moldova,MDA,2020-07-16,6
Moldova,MDA,2020-07-17,5.71429
Moldova,MDA,2020-07-18,5.71429
Moldova,MDA,2020-07-19,6
Moldova,MDA,2020-07-20,6.57143
Moldova,MDA,2020-07-21,7.42857
Moldova,MDA,2020-07-22,7.57143
Moldova,MDA,2020-07-23,7.57143
Moldova,MDA,2020-07-24,7.28571
Moldova,MDA,2020-07-25,7.42857
Moldova,MDA,2020-07-26,7.28571
Moldova,MDA,2020-07-27,7.57143
Moldova,MDA,2020-07-28,6.57143
Moldova,MDA,2020-07-29,6.71429
Moldova,MDA,2020-07-30,7.42857
Moldova,MDA,2020-07-31,7.42857
Moldova,MDA,2020-08-01,8
Moldova,MDA,2020-08-02,8
Moldova,MDA,2020-08-03,7.42857
Moldova,MDA,2020-08-04,8.14286
Moldova,MDA,2020-08-05,9.14286
Moldova,MDA,2020-08-06,8.14286
Moldova,MDA,2020-08-07,8.14286
Moldova,MDA,2020-08-08,7.57143
Moldova,MDA,2020-08-09,7.71429
Moldova,MDA,2020-08-10,7.14286
Moldova,MDA,2020-08-11,6.71429
Moldova,MDA,2020-08-12,5.71429
Moldova,MDA,2020-08-13,7.14286
Moldova,MDA,2020-08-14,7
Moldova,MDA,2020-08-15,7.71429
Moldova,MDA,2020-08-16,7.28571
Moldova,MDA,2020-08-17,8.28571
Moldova,MDA,2020-08-18,7.28571
Moldova,MDA,2020-08-19,7.28571
Moldova,MDA,2020-08-20,6.14286
Moldova,MDA,2020-08-21,6.42857
Moldova,MDA,2020-08-22,5.71429
Moldova,MDA,2020-08-23,6.28571
Moldova,MDA,2020-08-24,5.28571
Moldova,MDA,2020-08-25,7.42857
Moldova,MDA,2020-08-26,7.57143
Moldova,MDA,2020-08-27,8
Moldova,MDA,2020-08-28,7.42857
Moldova,MDA,2020-08-29,7.85714
Moldova,MDA,2020-08-30,7.42857
Moldova,MDA,2020-08-31,7.14286
Moldova,MDA,2020-09-01,6.85714
Moldova,MDA,2020-09-02,8.14286
Moldova,MDA,2020-09-03,8.42857
Moldova,MDA,2020-09-04,9.42857
Moldova,MDA,2020-09-05,10.42857
Moldova,MDA,2020-09-06,10.14286
Moldova,MDA,2020-09-07,11.28571
Moldova,MDA,2020-09-08,11.28571
Moldova,MDA,2020-09-09,10.28571
Moldova,MDA,2020-09-10,10
Moldova,MDA,2020-09-11,9.57143
Moldova,MDA,2020-09-12,7.71429
Moldova,MDA,2020-09-13,8.57143
Moldova,MDA,2020-09-14,7.85714
Moldova,MDA,2020-09-15,8
Moldova,MDA,2020-09-16,9
Moldova,MDA,2020-09-17,9.14286
Moldova,MDA,2020-09-18,10.28571
Moldova,MDA,2020-09-19,12
Moldova,MDA,2020-09-20,11.42857
Moldova,MDA,2020-09-21,11.71429
Moldova,MDA,2020-09-22,12.42857
Moldova,MDA,2020-09-23,12.14286
Moldova,MDA,2020-09-24,11.71429
Moldova,MDA,2020-09-25,11.14286
Moldova,MDA,2020-09-26,11.14286
Moldova,MDA,2020-09-27,12
Moldova,MDA,2020-09-28,12.85714
Moldova,MDA,2020-09-29,11.42857
Moldova,MDA,2020-09-30,10.85714
Moldova,MDA,2020-10-01,12
Moldova,MDA,2020-10-02,11.42857
Moldova,MDA,2020-10-03,10.57143
Moldova,MDA,2020-10-04,11.28571
Moldova,MDA,2020-10-05,10.57143
Moldova,MDA,2020-10-06,11.28571
Moldova,MDA,2020-10-07,12.28571
Moldova,MDA,2020-10-08,12.57143
Moldova,MDA,2020-10-09,14
Moldova,MDA,2020-10-10,15
Moldova,MDA,2020-10-11,13.57143
Moldova,MDA,2020-10-12,14.71429
Moldova,MDA,2020-10-13,15.14286
Moldova,MDA,2020-10-14,15.42857
Moldova,MDA,2020-10-15,15.14286
Moldova,MDA,2020-10-16,15.28571
Moldova,MDA,2020-10-17,15.85714
Moldova,MDA,2020-10-18,17.57143
Moldova,MDA,2020-10-19,17.42857
Moldova,MDA,2020-10-20,17.42857
Moldova,MDA,2020-10-21,16.57143
Moldova,MDA,2020-10-22,15.85714
Moldova,MDA,2020-10-23,15
Moldova,MDA,2020-10-24,14.28571
Moldova,MDA,2020-10-25,14.42857
Moldova,MDA,2020-10-26,14.28571
Moldova,MDA,2020-10-27,13.28571
Moldova,MDA,2020-10-28,14.14286
Moldova,MDA,2020-10-29,15.14286
Moldova,MDA,2020-10-30,16
Moldova,MDA,2020-10-31,16.57143
Moldova,MDA,2020-11-01,16.42857
Moldova,MDA,2020-11-02,16.85714
Moldova,MDA,2020-11-03,18.28571
Moldova,MDA,2020-11-04,17.42857
Moldova,MDA,2020-11-05,17
Moldova,MDA,2020-11-06,16.57143
Moldova,MDA,2020-11-07,15.14286
Moldova,MDA,2020-11-08,13.28571
Moldova,MDA,2020-11-09,13.42857
Moldova,MDA,2020-11-10,13.14286
Moldova,MDA,2020-11-11,14.14286
Moldova,MDA,2020-11-12,14.71429
Moldova,MDA,2020-11-13,15
Moldova,MDA,2020-11-14,16.42857
Moldova,MDA,2020-11-15,18
Moldova,MDA,2020-11-16,17.57143
Moldova,MDA,2020-11-17,17.71429
